Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,valid_link
2806,49128945,PÅHL,Tables & desks,295.0,No old price,True,https://www.ikea.com/sa/en/p/pahl-desk-white-s49128945/,Yes,"        Desk,          96x58 cm",S Fager/J Jelinek,58.0,,96.0,True
2810,70228325,RESÖ,Tables & desks,205.0,No old price,True,https://www.ikea.com/sa/en/p/resoe-childrens-picnic-table-grey-brown-stained-grey-brown-70228325/,No,        Children's picnic table,IKEA of Sweden,,49.0,89.0,True
2811,40136681,VEJMON,Tables & desks,345.0,No old price,True,https://www.ikea.com/sa/en/p/vejmon-side-table-black-brown-40136681/,No,"        Side table,          60 cm",Ehlén Johansson,,60.0,,True
2812,349444,TINGBY,Tables & desks,149.0,No old price,True,https://www.ikea.com/sa/en/p/tingby-side-table-on-castors-grey-00349444/,Yes,"        Side table on castors,          50x50 cm","003.494.44 Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.The castors make it easy to move the table if needed.",,45.0,50.0,True
2817,49006425,BEKANT,Tables & desks,1325.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-corner-desk-right-white-s49006425/,Yes,"        Corner desk right,          160x110 cm",K Malmvall/E Lilja Löwenhielm,110.0,,,True
2825,70299959,TYSSEDAL,Tables & desks,325.0,No old price,True,https://www.ikea.com/sa/en/p/tyssedal-bedside-table-white-70299959/,No,"        Bedside table,          51x40 cm",Ebba Strandmark,40.0,59.0,51.0,True
2826,90180025,MICKE,Tables & desks,175.0,No old price,True,https://www.ikea.com/sa/en/p/micke-add-on-unit-high-white-90180025/,Yes,"        Add-on unit high,          105x65 cm",Henrik Preutz,16.0,65.0,105.0,True
2827,20400276,TRULSTORP,Tables & desks,645.0,No old price,True,https://www.ikea.com/sa/en/p/trulstorp-coffee-table-white-20400276/,No,"        Coffee table,          115x70 cm",204.002.76 One half of the table top can be raised to a more comfortable height for eating or maybe surfing on your laptop.Practical storage space underneath the table top.You can eat comfortably at your coffee table by raising the table top.,,40.0,70.0,True
2831,80217524,BJURSTA,Tables & desks,225.0,No old price,True,https://www.ikea.com/sa/en/p/bjursta-wall-mounted-drop-leaf-table-brown-black-80217524/,No,"        Wall-mounted drop-leaf table,          90x50 cm",IKEA of Sweden,50.0,,90.0,True
2833,90372454,BEKANT,Tables & desks,110.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-castor-black-90372454/,Yes,        Castor,Eva Lilja Löwenhielm,,,,True
2837,434277,MÖJLIGHET,Tables & desks,15.0,No old price,True,https://www.ikea.com/sa/en/p/moejlighet-headset-tablet-stand-black-00434277/,No,        Headset/tablet stand,Gustav Carlberg,,,,True
2840,70297658,LISABO,Tables & desks,545.0,No old price,True,https://www.ikea.com/sa/en/p/lisabo-coffee-table-ash-veneer-70297658/,No,"        Coffee table,          118x50 cm",K Hagberg/M Hagberg,,50.0,50.0,True
2841,80362974,SLÄKT,Tables & desks,295.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-storage-box-with-castors-80362974/,No,"        Storage box with castors,          62x62x35 cm",Ebba Strandmark,53.0,35.0,62.0,True
2843,80226137,VÄDRA,Tables & desks,95.0,No old price,True,https://www.ikea.com/sa/en/p/vaedra-babycare-mat-80226137/,No,"        Babycare mat,          48x74 cm",IKEA of Sweden,,,48.0,True
2844,30264301,OLOV,Tables & desks,50.0,No old price,True,https://www.ikea.com/sa/en/p/olov-leg-adjustable-black-30264301/,Yes,"        Leg, adjustable",IKEA of Sweden,,,,True
2849,10253025,BEKANT,Tables & desks,500.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-left-hand-corner-table-top-white-10253025/,Yes,"        Left-hand corner table top,          160x110 cm",K Malmvall/E Lilja Löwenhielm,,,110.0,True
2850,99011764,MELLTORP / MARIUS,Tables & desks,149.0,SR 175,True,https://www.ikea.com/sa/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/,No,"        Table and 2 stools,          75 cm",Ola Wihlborg/Lisa Norinder,,72.0,75.0,True
2853,30428982,NORRÅKER,Tables & desks,596.0,SR 745,True,https://www.ikea.com/sa/en/p/norraker-table-birch-30428982/,No,"        Table,          125x74 cm",J Karlsson/N Karlsson,,74.0,74.0,True
2859,50365177,MAMMUT,Tables & desks,129.0,No old price,True,https://www.ikea.com/sa/en/p/mammut-childrens-table-in-outdoor-white-50365177/,No,"        Children's table,          77x55 cm",M Kjelstrup/A Östgaard,,48.0,55.0,True
2860,99323614,SMÅGÖRA,Tables & desks,370.0,No old price,True,https://www.ikea.com/sa/en/p/smagoera-changing-tbl-bookshelf-w-1-shlf-ut-white-s99323614/,No,        Changing tbl/bookshelf w 1 shlf ut,IKEA of Sweden,40.0,91.0,60.0,True
2862,50414210,HAVSTA,Tables & desks,445.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-nest-of-tables-set-of-2-grey-50414210/,Yes,"        Nest of tables, set of 2",IKEA of Sweden,,,,True
2863,29304826,TOMMARYD,Tables & desks,695.0,No old price,True,https://www.ikea.com/sa/en/p/tommaryd-table-anthracite-s29304826/,No,"        Table,          130x70/105 cm",Maja Ganszyniec,,105.0,70.0,True
2864,60365167,MAMMUT,Tables & desks,129.0,No old price,True,https://www.ikea.com/sa/en/p/mammut-childrens-table-in-outdoor-red-60365167/,No,"        Children's table,          77x55 cm",M Kjelstrup/A Östgaard,,48.0,55.0,True
2866,50460886,SMÅGÖRA,Tables & desks,275.0,No old price,True,https://www.ikea.com/sa/en/p/smagoera-changing-table-bookshelf-white-50460886/,No,        Changing table/bookshelf,IKEA of Sweden,40.0,91.0,60.0,True
2867,70407360,BJÖRKSNÄS,Tables & desks,395.0,No old price,True,https://www.ikea.com/sa/en/p/bjoerksnaes-bedside-table-birch-70407360/,No,"        Bedside table,          48x38 cm",K Hagberg/M Hagberg,38.0,8.0,48.0,True
2872,79282426,BEKANT,Tables & desks,905.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-white-s79282426/,Yes,"        Storage unit on castors,          41x61 cm",Eva Lilja Löwenhielm,45.0,61.0,41.0,True
2873,19282085,BEKANT,Tables & desks,2950.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-desk-sit-stand-white-stained-oak-veneer-white-s19282085/,Yes,"        Desk sit/stand,          160x80 cm",K Malmvall/E Lilja Löwenhielm,,,80.0,True
2876,50363970,SANDARED,Tables & desks,445.0,No old price,True,https://www.ikea.com/sa/en/p/sandared-pouffe-dark-blue-50363970/,No,"        Pouffe,          71 cm",Synnöve Mork,,44.0,,True
2877,10373495,BEKANT,Tables & desks,1495.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-shelving-unit-black-10373495/,Yes,"        Shelving unit,          121x134 cm",Eva Lilja Löwenhielm,45.0,134.0,121.0,True
2881,293772,MÖCKELBY,Tables & desks,2495.0,No old price,True,https://www.ikea.com/sa/en/p/moeckelby-table-oak-00293772/,No,"        Table,          235x100 cm",Marcus Arvonen,,74.0,100.0,True
2884,80278273,HILVER,Tables & desks,100.0,No old price,True,https://www.ikea.com/sa/en/p/hilver-leg-cone-shaped-bamboo-80278273/,No,"        Leg cone-shaped,          70 cm",Chenyi Ke,,700.0,,True
2888,90365180,MAMMUT,Tables & desks,149.0,No old price,True,https://www.ikea.com/sa/en/p/mammut-childrens-table-in-outdoor-blue-90365180/,No,"        Children's table,          85 cm",M Kjelstrup/A Östgaard,,48.0,,True
2890,50219044,FREDDE,Tables & desks,1095.0,No old price,True,https://www.ikea.com/sa/en/p/fredde-desk-black-50219044/,No,"        Desk,          185x74x146 cm",David Wahl,74.0,146.0,,True
2892,10297656,LISABO,Tables & desks,295.0,No old price,True,https://www.ikea.com/sa/en/p/lisabo-side-table-ash-veneer-10297656/,No,"        Side table,          45x45 cm",K Hagberg/M Hagberg,,45.0,45.0,True
2893,19022808,BEKANT,Tables & desks,1120.0,"SR 1,400",True,https://www.ikea.com/sa/en/p/bekant-desk-white-s19022808/,Yes,"        Desk,          160x80 cm",K Malmvall/E Lilja Löwenhielm,80.0,,,True
2894,80361564,VANGSTA,Tables & desks,545.0,No old price,True,https://www.ikea.com/sa/en/p/vangsta-extendable-table-white-80361564/,No,"        Extendable table,          120/180x75 cm",IKEA of Sweden,,73.0,75.0,True
2895,19161489,MELLTORP / NISSE,Tables & desks,297.0,SR 383,True,https://www.ikea.com/sa/en/p/melltorp-nisse-table-and-2-folding-chairs-white-white-s19161489/,No,"        Table and 2 folding chairs,          75 cm",Lisa Norinder,,72.0,75.0,True
2898,20293766,MÖRBYLÅNGA,Tables & desks,2495.0,No old price,True,https://www.ikea.com/sa/en/p/moerbylanga-table-oak-veneer-brown-stained-20293766/,No,"        Table,          220x100 cm",S Lanneskog/J Marnell,,74.0,100.0,True
2907,30260807,ARKELSTORP,Tables & desks,795.0,No old price,True,https://www.ikea.com/sa/en/p/arkelstorp-coffee-table-black-30260807/,Yes,"        Coffee table,          65x140x52 cm",Ebba Strandmark,,52.0,65.0,True
2914,60261037,ARKELSTORP,Tables & desks,945.0,No old price,True,https://www.ikea.com/sa/en/p/arkelstorp-desk-black-60261037/,No,"        Desk,          140x70 cm",Ebba Strandmark,70.0,74.0,140.0,True
2917,90388978,VIKHAMMER,Tables & desks,395.0,No old price,True,https://www.ikea.com/sa/en/p/vikhammer-bedside-table-black-90388978/,No,"        Bedside table,          60x39 cm",Marcus Arvonen,39.0,7.0,60.0,True
2918,70340807,EKEDALEN,Tables & desks,795.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-extendable-table-white-70340807/,No,"        Extendable table,          120/180x80 cm",Ehlén Johansson,,75.0,80.0,True
2924,9282547,BEKANT,Tables & desks,1255.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-white-s09282547/,Yes,"        Storage unit on castors,          61x101 cm",Eva Lilja Löwenhielm,45.0,101.0,61.0,True
2940,70221423,INGATORP,Tables & desks,945.0,No old price,True,https://www.ikea.com/sa/en/p/ingatorp-extendable-table-white-70221423/,No,"        Extendable table,          155/215x87 cm",Carina Bengs,,74.0,87.0,True
2942,49285817,EKET,Tables & desks,94.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-white-s49285817/,Yes,"        Wall-mounted shelving unit,          35x35x35 cm",Jon Karlsson/IKEA of Sweden,35.0,35.0,35.0,True
2945,20273594,FLISAT,Tables & desks,449.0,No old price,True,https://www.ikea.com/sa/en/p/flisat-childrens-desk-adjustable-20273594/,No,        Children's desk,S Fager/J Karlsson,67.0,,92.0,True
2954,9323623,SMÅGÖRA,Tables & desks,465.0,No old price,True,https://www.ikea.com/sa/en/p/smagoera-changing-tbl-bookshelf-w-2-shlf-ut-white-s09323623/,No,        Changing tbl/bookshelf w 2 shlf ut,IKEA of Sweden,40.0,91.0,60.0,True
2958,90400517,EKEDALEN,Tables & desks,796.0,SR 995,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-dark-brown-90400517/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105.0,80.0,True
2962,10252974,BEKANT,Tables & desks,825.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-underframe-for-corner-table-top-white-10252974/,Yes,"        Underframe for corner table top,          160x110 cm",K Malmvall/E Lilja Löwenhielm,,,110.0,True
2967,59282291,BEKANT,Tables & desks,2920.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-corner-desk-left-sit-stand-black-stained-ash-veneer-white-s59282291/,Yes,"        Corner desk left sit/stand,          160x110 cm",K Malmvall/E Lilja Löwenhielm,,,110.0,True
2975,29917307,INGATORP / INGOLF,Tables & desks,1725.0,No old price,True,https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/,No,"        Table and 4 chairs,          155 cm",Carina Bengs,,74.0,87.0,True
2976,20400243,LEN,Tables & desks,89.0,No old price,True,https://www.ikea.com/sa/en/p/len-nursing-pillow-grey-20400243/,No,"        Nursing pillow,          60x50x18 cm",IKEA of Sweden,,18.0,50.0,True
2978,70419264,SKOGSTA,Tables & desks,1995.0,No old price,True,https://www.ikea.com/sa/en/p/skogsta-dining-table-acacia-70419264/,No,"        Dining table,          235x100 cm",Marcus Arvonen,,73.0,100.0,True
2979,90297657,LISABO,Tables & desks,395.0,No old price,True,https://www.ikea.com/sa/en/p/lisabo-coffee-table-ash-veneer-90297657/,No,"        Coffee table,          70x70 cm",K Hagberg/M Hagberg,,50.0,70.0,True
2982,19281024,IDÅSEN,Tables & desks,1295.0,No old price,True,https://www.ikea.com/sa/en/p/idasen-desk-black-dark-grey-s19281024/,No,"        Desk,          120x70 cm",Jon Karlsson,,,70.0,True
2984,29304223,EKEDALEN / EKEDALEN,Tables & desks,2375.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-white-orrsta-light-grey-s29304223/,No,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,,,,True
2985,30250257,KRILLE,Tables & desks,75.0,No old price,True,https://www.ikea.com/sa/en/p/krille-leg-with-castor-white-30250257/,No,"        Leg with castor,          70 cm",Francis Cayouette,,70.0,,True
2986,59161487,MELLTORP / JANINGE,Tables & desks,1099.0,No old price,True,https://www.ikea.com/sa/en/p/melltorp-janinge-table-and-4-chairs-white-white-s59161487/,No,"        Table and 4 chairs,          125 cm",Lisa Norinder/John/Jonas/Petrus/Paul/Caroline,,72.0,75.0,True
2992,39297118,LISABO / RÖNNINGE,Tables & desks,2075.0,No old price,True,https://www.ikea.com/sa/en/p/lisabo-roenninge-table-and-4-chairs-ash-veneer-birch-s39297118/,No,"        Table and 4 chairs,          140x78 cm",Maja Ganszyniec/K Hagberg/M Hagberg,,,78.0,True
3001,340759,EKEDALEN,Tables & desks,995.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-white-00340759/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105.0,80.0,True
3008,29282532,BEKANT,Tables & desks,1105.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-black-s29282532/,Yes,"        Storage unit on castors,          41x101 cm",Eva Lilja Löwenhielm,45.0,101.0,41.0,True
3009,29304765,NORDVIKEN / NORDVIKEN,Tables & desks,3345.0,No old price,True,https://www.ikea.com/sa/en/p/nordviken-nordviken-table-and-6-chairs-white-white-s29304765/,No,"        Table and 6 chairs,          210/289x105 cm",Francis Cayouette,,,105.0,True
3014,40368713,NORDVIKEN,Tables & desks,1995.0,No old price,True,https://www.ikea.com/sa/en/p/nordviken-extendable-table-white-40368713/,Yes,"        Extendable table,          210/289x105 cm",Francis Cayouette,,75.0,105.0,True
3028,99323925,STENSELE,Tables & desks,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,No,"        Bar table,          70x70 cm",Maja Ganszyniec,,104.0,70.0,True
3029,50298418,FLISAT,Tables & desks,349.0,No old price,True,https://www.ikea.com/sa/en/p/flisat-childrens-table-50298418/,No,"        Children's table,          83x58 cm",S Fager/J Karlsson,,48.0,58.0,True
3031,79296857,EKEDALEN / EKEDALEN,Tables & desks,1695.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-4-chairs-white-orrsta-light-grey-s79296857/,No,"        Table and 4 chairs,          120/180 cm",Ehlén Johansson,,,,True
3032,79912760,NORBERG / NISSE,Tables & desks,324.0,No old price,True,https://www.ikea.com/sa/en/p/norberg-nisse-table-and-1-chair-white-chrome-plated-white-s79912760/,No,"        Table and 1 chair,          74 cm",Lisa Norinder/Marcus Arvonen,60.0,,74.0,True
3034,19221351,EKEDALEN / EKEDALEN,Tables & desks,2345.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-6-chairs-white-orrsta-light-grey-s19221351/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson,,,,True
3035,70340765,EKEDALEN,Tables & desks,995.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-extendable-table-white-70340765/,No,"        Extendable table,          180/240x90 cm",Ehlén Johansson,,75.0,90.0,True
3036,20307037,GULLIVER,Tables & desks,795.0,No old price,True,https://www.ikea.com/sa/en/p/gulliver-changing-table-white-20307037/,No,        Changing table,IKEA of Sweden,54.0,93.0,82.0,True
3037,39279567,EKEDALEN / EKEDALEN,Tables & desks,2345.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-6-chairs-dark-brown-orrsta-light-grey-s39279567/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson,,,,True
3039,30340809,EKEDALEN,Tables & desks,795.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-extendable-table-brown-30340809/,No,"        Extendable table,          120/180x80 cm",Ehlén Johansson,,75.0,80.0,True
3041,60416138,LANEBERG,Tables & desks,695.0,No old price,True,https://www.ikea.com/sa/en/p/laneberg-extendable-table-white-60416138/,No,"        Extendable table,          130/190x80 cm",K Hagberg/M Hagberg,,75.0,80.0,True
3042,89221475,IKEA PS 2012 / TEODORES,Tables & desks,1085.0,No old price,True,https://www.ikea.com/sa/en/p/ikea-ps-2012-teodores-table-and-2-chairs-bamboo-white-white-s89221475/,No,        Table and 2 chairs,Jon Karlsson/David Wahl,,,,True
3045,10420152,VANGSTA,Tables & desks,495.0,No old price,True,https://www.ikea.com/sa/en/p/vangsta-extendable-table-black-dark-brown-10420152/,No,"        Extendable table,          120/180x75 cm",IKEA of Sweden,,73.0,75.0,True
3046,39931845,TORSBY,Tables & desks,895.0,No old price,True,https://www.ikea.com/sa/en/p/torsby-table-chrome-plated-high-gloss-white-s39931845/,No,"        Table,          135x85 cm",Carl Öjerstam/IKEA of Sweden,,75.0,85.0,True
3047,40340804,EKEDALEN,Tables & desks,795.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-extendable-table-dark-brown-40340804/,No,"        Extendable table,          120/180x80 cm",Ehlén Johansson,,75.0,80.0,True
3048,49022519,BEKANT,Tables & desks,2645.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-desk-sit-stand-white-s49022519/,Yes,"        Desk sit/stand,          120x80 cm",K Malmvall/E Lilja Löwenhielm,,,80.0,True
3050,50386245,MÖRBYLÅNGA,Tables & desks,2295.0,No old price,True,https://www.ikea.com/sa/en/p/moerbylanga-table-oak-veneer-brown-stained-50386245/,No,"        Table,          140x85 cm",S Lanneskog/J Marnell,,75.0,85.0,True
3052,20403878,IDÅSEN,Tables & desks,450.0,No old price,True,https://www.ikea.com/sa/en/p/idasen-table-top-black-20403878/,No,"        Table top,          120x70 cm",Jon Karlsson,,,70.0,True
3053,79221310,EKEDALEN / EKEDALEN,Tables & desks,1640.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-with-2-chairs-and-bench-dark-brown-orrsta-light-grey-s79221310/,No,"        Table with 2 chairs and bench,          120/180 cm",Ehlén Johansson,,,,True
3054,80397916,IDÅSEN,Tables & desks,845.0,No old price,True,https://www.ikea.com/sa/en/p/idasen-underframe-for-table-top-dark-grey-80397916/,No,"        Underframe for table top,          146x67x76 cm",Jon Karlsson,,76.0,67.0,True
3055,90340769,EKEDALEN,Tables & desks,995.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-extendable-table-brown-90340769/,No,"        Extendable table,          180/240x90 cm",Ehlén Johansson,,75.0,90.0,True
3058,20206806,IKEA PS 2012,Tables & desks,895.0,No old price,True,https://www.ikea.com/sa/en/p/ikea-ps-2012-drop-leaf-table-bamboo-white-20206806/,No,"        Drop-leaf table,          74/106/138x80 cm",Jon Karlsson,,74.0,80.0,True
3062,59286963,BEKANT,Tables & desks,1350.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s59286963/,Yes,"        Storage unit with smart lock,          61x101 cm",IKEA of Sweden/Eva Lilja Löwenhielm,45.0,101.0,61.0,True
3067,60403881,IDÅSEN,Tables & desks,600.0,No old price,True,https://www.ikea.com/sa/en/p/idasen-table-top-black-60403881/,No,"        Table top,          160x80 cm",Jon Karlsson,,,80.0,True
3068,69297292,YPPERLIG / NILSOVE,Tables & desks,2575.0,No old price,True,https://www.ikea.com/sa/en/p/ypperlig-nilsove-table-and-4-chairs-ash-rattan-white-s69297292/,No,"        Table and 4 chairs,          200x90 cm",HAY/A Fredriksson/J Hultqvist/W Chong,,,90.0,True
3070,79288032,MÖRBYLÅNGA / TOSSBERG,Tables & desks,5465.0,No old price,True,https://www.ikea.com/sa/en/p/moerbylanga-tossberg-table-and-6-armchairs-oak-veneer-brown-stained-metal-grey-s79288032/,No,"        Table and 6 armchairs,          220x100 cm",S Lanneskog/J Marnell/IKEA of Sweden,,,100.0,True
3071,79288230,STENSELE,Tables & desks,450.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-table-anthracite-anthracite-s79288230/,Yes,"        Table,          70 cm",Maja Ganszyniec,,75.0,,True
3073,80382439,LISABO,Tables & desks,695.0,No old price,True,https://www.ikea.com/sa/en/p/lisabo-table-black-80382439/,No,"        Table,          140x78 cm",K Hagberg/M Hagberg,,74.0,78.0,True
3074,89323921,STENSELE,Tables & desks,450.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-table-anthracite-anthracite-s89323921/,No,"        Table,          70x70 cm",Maja Ganszyniec,,75.0,70.0,True
3077,9061169,BEKANT,Tables & desks,2875.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-corner-desk-right-sit-stand-white-s09061169/,Yes,"        Corner desk right sit/stand,          160x110 cm",K Malmvall/E Lilja Löwenhielm,,,110.0,True
3093,20368714,NORDVIKEN,Tables & desks,1495.0,No old price,True,https://www.ikea.com/sa/en/p/nordviken-extendable-table-black-20368714/,Yes,"        Extendable table,          152/223x95 cm",Francis Cayouette,,75.0,95.0,True
3110,59161492,MÖCKELBY / NORRARYD,Tables & desks,4055.0,"SR 4,445",True,https://www.ikea.com/sa/en/p/moeckelby-norraryd-table-and-6-chairs-oak-black-s59161492/,No,"        Table and 6 chairs,          235x100 cm",Marcus Arvonen/Nike Karlsson,,74.0,100.0,True
3114,60278306,BEKANT,Tables & desks,2275.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-underframe-sit-stand-f-table-tp-el-black-60278306/,Yes,"        Underframe sit/stand f table tp, el,          160x80 cm",K Malmvall/E Lilja Löwenhielm,,,80.0,True
3124,89286805,BEKANT,Tables & desks,1000.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-black-s89286805/,Yes,"        Storage unit with smart lock,          41x61 cm",Eva Lilja Löwenhielm/IKEA of Sweden,45.0,61.0,41.0,True
3132,29221256,MELLTORP / TEODORES,Tables & desks,579.0,No old price,True,https://www.ikea.com/sa/en/p/melltorp-teodores-table-and-4-chairs-white-s29221256/,No,"        Table and 4 chairs,          125 cm",Lisa Norinder/David Wahl,,72.0,75.0,True
3133,90222407,INGATORP,Tables & desks,945.0,No old price,True,https://www.ikea.com/sa/en/p/ingatorp-extendable-table-black-90222407/,No,"        Extendable table,          155/215x87 cm",Carina Bengs,,74.0,87.0,True
3136,59221189,VANGSTA / TEODORES,Tables & desks,925.0,No old price,True,https://www.ikea.com/sa/en/p/vangsta-teodores-table-and-4-chairs-white-white-s59221189/,No,"        Table and 4 chairs,          120/180 cm",David Wahl/IKEA of Sweden,,,,True
3138,69221278,EKEDALEN / EKEDALEN,Tables & desks,1695.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-4-chairs-dark-brown-orrsta-light-grey-s69221278/,No,"        Table and 4 chairs,          120/180 cm",Ehlén Johansson,,,,True
3139,89304791,LANEBERG / EKEDALEN,Tables & desks,1595.0,No old price,True,https://www.ikea.com/sa/en/p/laneberg-ekedalen-table-and-4-chairs-white-white-light-grey-s89304791/,No,"        Table and 4 chairs,          130/190x80 cm",Ehlén Johansson/K Hagberg/M Hagberg,,,80.0,True
3142,19221450,EKEDALEN / EKEDALEN,Tables & desks,2345.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-6-chairs-brown-orrsta-light-grey-s19221450/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson,,,,True
3145,80346583,YPPERLIG,Tables & desks,995.0,No old price,True,https://www.ikea.com/sa/en/p/ypperlig-table-ash-80346583/,No,"        Table,          200x90 cm",HAY,,74.0,90.0,True
3148,9288224,STENSELE,Tables & desks,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,No,"        Bar table,          70 cm",Maja Ganszyniec,,105.0,,True
3149,39297236,NORRÅKER / NORRARYD,Tables & desks,1636.0,"SR 2,045",True,https://www.ikea.com/sa/en/p/norraker-norraryd-table-and-4-chairs-birch-white-s39297236/,No,"        Table and 4 chairs,          125x74 cm",J Karlsson/N Karlsson/Nike Karlsson,,,74.0,True
3150,19297157,INGATORP / INGOLF,Tables & desks,1725.0,No old price,True,https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-black-brown-black-s19297157/,No,"        Table and 4 chairs,          155/215 cm",Carina Bengs,,,,True
3151,20340758,EKEDALEN,Tables & desks,995.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-extendable-table-dark-brown-20340758/,No,"        Extendable table,          180/240x90 cm",Ehlén Johansson,,75.0,90.0,True
3152,29221435,EKEDALEN / EKEDALEN,Tables & desks,1695.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-4-chairs-brown-orrsta-light-grey-s29221435/,No,"        Table and 4 chairs,          120/180 cm",Ehlén Johansson,,,,True
3162,69161482,IKEA PS 2012 / JANINGE,Tables & desks,1795.0,No old price,True,https://www.ikea.com/sa/en/p/ikea-ps-2012-janinge-table-and-4-chairs-bamboo-white-s69161482/,No,"        Table and 4 chairs,          138 cm",Jon Karlsson/John/Jonas/Petrus/Paul/Caroline,,74.0,80.0,True
3166,89221319,EKEDALEN / TOBIAS,Tables & desks,3065.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-tobias-table-and-6-chairs-dark-brown-blue-s89221319/,No,"        Table and 6 chairs,          180/240 cm",Carl Öjerstam/Ehlén Johansson,,,,True
3169,90252908,BEKANT,Tables & desks,620.0,SR 775,True,https://www.ikea.com/sa/en/p/bekant-underframe-for-table-top-white-90252908/,Yes,"        Underframe for table top,          160x80 cm",K Malmvall/E Lilja Löwenhielm,,,80.0,True
3171,368814,NORDVIKEN,Tables & desks,995.0,No old price,False,https://www.ikea.com/sa/en/p/nordviken-bar-table-black-00368814/,No,"        Bar table,          140x80 cm",Francis Cayouette,,105.0,80.0,True
3177,10412171,IDÅSEN,Tables & desks,2395.0,No old price,True,https://www.ikea.com/sa/en/p/idasen-underframe-sit-stand-f-table-tp-el-dark-grey-10412171/,No,"        Underframe sit/stand f table tp, el,          146x70 cm",Jon Karlsson,,124.0,70.0,True
3181,19277036,MÖCKELBY / FANBYN,Tables & desks,4145.0,No old price,True,https://www.ikea.com/sa/en/p/moeckelby-fanbyn-table-and-6-chairs-oak-white-s19277036/,No,"        Table and 6 chairs,          235x100 cm",Marcus Arvonen,,74.0,100.0,True
3185,29259838,MÖRBYLÅNGA / VOLFGANG,Tables & desks,4745.0,No old price,True,https://www.ikea.com/sa/en/p/moerbylanga-volfgang-table-and-6-chairs-brown-gunnared-medium-grey-s29259838/,No,"        Table and 6 chairs,          220x100 cm",S Lanneskog/J Marnell,,74.0,100.0,True
3187,29297227,STENSELE / NORRARYD,Tables & desks,1340.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-norraryd-bar-table-and-2-bar-stools-anthracite-anthracite-black-s29297227/,No,        Bar table and 2 bar stools,Nike Karlsson/Maja Ganszyniec,,,,True
